keyword,content,sentiment_score,sentiment,source,date
NASDAQ,"📉 𝗡𝗔𝗦𝗗𝗔𝗤’𝘀 𝗪𝗼𝗿𝘀𝘁 𝗗𝗮𝘆 𝗦𝗶𝗻𝗰𝗲 𝟮𝟬𝟮𝟮: 𝗧𝗲𝗰𝗵 𝗚𝗶𝗮𝗻𝘁𝘀 𝗟𝗼𝘀𝗲 $𝟳𝟱𝟬 𝗕𝗶𝗹𝗹𝗶𝗼𝗻 𝗶𝗻 𝗢𝗻𝗲 𝗗𝗮𝘆

Yesterday marked the biggest one-day drop on the U.S. market in three years. Tech giants suffered heavy losses: 𝗔𝗽𝗽𝗹𝗲 (-𝟱.𝟯%), 𝗠𝗶𝗰𝗿𝗼𝘀𝗼𝗳𝘁 (-𝟰.𝟳%), 𝗧𝗲𝘀𝗹𝗮 (-𝟲.𝟭%), 𝗡𝗩𝗜𝗗𝗜𝗔 (-𝟲.𝟭%), 𝗔𝗺𝗮𝘇𝗼𝗻, 𝗠𝗲𝘁𝗮, 𝗮𝗻𝗱 𝗔𝗹𝗽𝗵𝗮𝗯𝗲𝘁 collectively saw their market cap shrink by $750 billion in a single session.

The decline was triggered by recent statements from Donald Trump, reigniting investor fears of a looming recession and escalating trade tensions with China. Analysts are already warning about increased volatility, and some expect the downward trend to continue in the coming weeks.

Experienced investors know such moments are not just a test of resilience but can also offer valuable strategic opportunities.

Share your strategies and experience in the comments!",0.10476190476190476,positive,linkedin,2025-04-09
NASDAQ,The New Tariffs Policy Dilemma,0.13636363636363635,positive,linkedin,2025-04-09
NASDAQ,"If you are concerned about Investment, Finance and Insurance , Read this Article to know whether your investment is safe or not?",0.5,positive,linkedin,2025-04-09
NASDAQ,"What a start to 2025…

If you’ve been away from the markets since January, here’s what you missed — and why investor sentiment took a sharp turn:

Feb 20: Jamie Dimon sells $234M worth of JPMorgan stock — his first-ever sale. Insider signal? He wasn’t alone, Zuckerberg and others were also selling.
Feb 22: Warren Buffett reveals a record $334B cash pile at Berkshire Hathaway.
Late March: Trump announces 25% import tariffs on cars and parts — sending shockwaves through global trade.

Market reaction: The Nasdaq 100 plunged 24% in just 30 sessions, officially entering a bear market📉

Each of these events on its own might’ve been absorbed. But together, they triggered fear, volatility, and a shift in risk appetite.",0.12916666666666665,positive,linkedin,2025-04-09
NASDAQ,"🎩 He may not have danced this time (though a jig would have been most fitting), but while $6 trillion vanished from the US stock market, Donald Trump was calmly playing golf, as if the world wasn’t spiraling into a global economic crisis.

Congratulations, sir—you've done it again. The man who, with his tariff tantrums and reckless trade wars, has triggered a global financial crisis.

🔻 Nikkei: -6.3%
🔻 Hang Seng: -10.7%
🔻 KOSPI: -4.7%
🔻 S&P500 Futures: -3.2%
🔻 Nasdaq Futures: -3.9%
🔻 WTI Oil: -2.4%
🔻 Bitcoin below $78k
🔻 JPMorgan: “Recession incoming”

The US stock market lost $6 trillion, but that’s just the beginning. Over the weekend, millions of people across the country took to the streets, protesting in the Hands Off movement, demanding accountability and an end to the economic disaster wrought by the trade wars.

While pensions shrank from 401k to 201k and markets collapsed, Trump calmly continued his round of golf, blissfully unaware of the mayhem. His decisions didn’t just rattle America; they sent shockwaves across the globe, throwing markets into freefall and plunging millions into financial turmoil.

Well done, Donald. You've succeeded in sending the world economy into a tailspin, and now even the streets are ringing with the cries for change.",0.15,positive,linkedin,2025-04-09
NASDAQ,"WE ARE OFFICIALLY IN A BEAR MARKET! 

🔻Nifty & Sensex have fallen nearly 5%. 

🔻Nasdaq is down 20%

🔻Japan’s Nikkei down by 7%

Major Triggers:

🔻Inflation fears in the US due to increased import costs from groceries to automobiles.

🔻 The Global Trade War has started because China has announced counter-tariffs against the US.

🔻Global investors are shifting money from equity to debt.

What should be your approach as an Indian Investor?

✅ Consumption Sector is going to rebound due to strong domestic demand.

✅ Banking Sector will rebound due to robust RBI measures.

✅ Fundamentally strong stocks are currently at a huge discount—presenting a buying opportunity.

✅ If you have an investment horizon of 3-5 yrs, this could be the perfect time to enter.

✅ If you are a new investor, this is the time to buy your first stocks or equity mutual fund.

How do you see Market Corrections? As an opportunity or Loss?",0.14196127946127948,positive,linkedin,2025-04-09
NASDAQ,"Extremely proud and honored to be part of the Leadership Team at SANUWAVE as we mark a major milestone — our uplisting to Nasdaq!

On Friday, we had the privilege of ringing the Closing Bell at Nasdaq, celebrating the incredible progress we’ve made as a company.

But this is just the beginning. We remain focused and committed to making UltraMIST® the standard of care in chronic wound therapy.",0.44453125000000004,positive,linkedin,2025-04-09
Apple stock,Home,0.0,neutral,linkedin,2025-04-09
Apple stock,My Network,0.0,neutral,linkedin,2025-04-09
Apple stock,Jobs,0.0,neutral,linkedin,2025-04-09
Apple stock,Messaging,0.0,neutral,linkedin,2025-04-09
Apple stock,Notifications,0.0,neutral,linkedin,2025-04-09
Apple stock,"Apple is no longer the world’s most valuable company, loses its position to… : https://ift.tt/1y3aXFn has surpassed Apple as the world's most valuable company amidst a market downturn triggered by new tariffs. Apple's stock declined sharply due to its reliance on China, potentially leading to iPhone price increases. To mitigate tariff impacts, Apple plans to shift some iPhone production to India, while US stores see increased iPhone sales ahead of possible price hikes.",0.10162337662337662,positive,linkedin,2025-04-09
Apple stock,"Trump just shook the global markets.
(And this might be the spark that sets off something bigger.)

He’s introduced sweeping tariffs—even on traditional allies. Even polar bears and penguins aren’t safe.

Apple’s stock dropped 10% on the news. But that’s just the tip of the iceberg.

Here’s what this actually means:
1) Apple’s global supply chain is under pressure
With key components sourced abroad, tariffs could send production costs soaring. U.S. prices rise. Global market share shrinks. Everyone feels it.

2) Even if tariffs are reversed—damage is done
Allies won’t just “move on.” They’ll adapt. They’ll decouple. Because depending on an unpredictable partner is no longer an option.

3) Recession risk just hit 50%
That’s the current estimate for the U.S. economy. When the world’s largest market slows down, the ripple effects go global.

I asked a friend who exports from Vietnam to the U.S. what he thinks.

He said, ""Honestly, I don’t know. We’re just waiting for some visibility.""

That sums up the mood: uncertainty.

With the market crashing, there may be buying opportunities— Just like we saw during COVID-19.

But don’t mistake falling prices for easy wins.

Nobody knows where the bottom is.

And nobody wants to catch a falling knife.
👇 What’s your move—buy, hold, or wait it out?
♻️ Repost to help your network make sense of the moment.

*
I'm Ray Lim, MBA.

I drive business success in complex markets with data and AI. With a strategic mindset and a proven track record, I excel in leveraging data-driven insights for business growth.

Other post I made
is MBA worth it?


ChatGpt as a skill equalizer


Overcoming beliefs


Celebrating my father",0.08584656084656085,positive,linkedin,2025-04-09
Apple stock,"BREAKING: Apple stock, $AAPL, falls below $170 for the first time since May 2024 as The White House says iPhones can be entirely made in the USA.",0.08333333333333333,positive,linkedin,2025-04-09
Apple stock,"Apple stock fell nearly 5% on Tuesday, reversing earlier gains after the Trump administration confirmed the US will institute a levy of 104% on goods imported from China, effective Wednesday.

The stock's slide has allowed for Microsoft to reclaim the title of world's most valuable company. Shares of Microsoft are down just 7% since April 2, while Apple stock has nosedived 22% lower.",0.24074074074074073,positive,linkedin,2025-04-09
Apple stock,"Apple in recent years developed new supply chains to diversify its manufacturing from China. It seemed like a solid strategy until President Donald Trump’s “reciprocal tariffs” on Wednesday.

Full details:",0.11727272727272726,positive,linkedin,2025-04-09
Apple stock,"Trump tariffs threaten Apple's supply chain, stock suffers steepest dr…",-0.6,negative,linkedin,2025-04-09
Apple stock,"Apple or Samsung?

Trump just decided for you.

Trump's new tariff bomb just dropped on the tech industry: 54% on China, 46% on Vietnam, and 26% on India.

The $799 iPhone could soon cost you a staggering $1,142 in the US.

And Samsung just scored its biggest competitive advantage in years.

While Apple scrambles with Chinese tariffs, Samsung benefits from just a 10% tariff on South Korean imports.

Apple now faces an impossible choice:
↳ Absorb these costs and watch profits vanish
↳ Pass them to consumers and risk losing market share
↳ Rush production to other countries (which takes years)

The premium iPhone 16 Pro Max could hit nearly $2,300 – making Samsung's flagship models suddenly look like bargains.

Apple's shares already plunged 9.3% yesterday – their worst drop since March 2020.

Wall Street analysts see a potential $40B blow to the American tech giant.

The smartphone war just entered a new era.

What's your move: Stay loyal to Apple regardless of price or switch to Samsung?

- filtered stock market insights daily - WhatsApp link in bio",-0.08350815850815851,negative,linkedin,2025-04-09
Apple stock,"Apple’s stock dropped 19% in three days after Trump imposed tariffs on key supply chain countries, erasing $637 billion in market value. While analysts predict a 33% recovery in the next year, the ongoing trade tensions and retaliatory tariffs from China create uncertainty about Apple’s future stock performance.


Read Full Article here :-",0.0875,positive,linkedin,2025-04-09
Apple stock,"What an absolutely interesting week for stocks!

Trump has now increased the tarrif on all Chinese imported goods to 104%! This comes after China’s retaliation to the US with their own 34% tarrif on US imported goods.

Apple stock was hit the hardest after this news among the Magnificent 7, dropping just under 5% by yesterday’s closing and almost 23% during the last 5 trading days!!

If this tarrif continues, Apple would need to solve a very interesting problem that tackles the current market risk and it’s product pricing strategies. Finding a suitable balance between their increasing marginal cost and their superb product gross margin will be challenging, but if one company can do it, it will be Apple!",0.45909090909090905,positive,linkedin,2025-04-09
Apple stock,"Apple’s stock has dropped 23% over the last four trading days, allowing Microsoft to once again become the world’s most valuable publicly traded company.
By the close of trading on Tuesday, Microsoft’s market capitalization reached $2.64 trillion, surpassing Apple’s valuation of $2.59 trillion.

Although the broader market is under pressure from President Donald Trump’s extensive tariff proposals, Apple is bearing the brunt among major tech firms due to its significant dependence on China for production and revenue.",0.11607142857142858,positive,linkedin,2025-04-09
Apple stock,"Apple Inc. has recently been surpassed as the world's most valuable public company. Following a significant dip in its stock price, Apple now finds itself trailing behind Microsoft Corp. Apple's shares fell by 5%, bringing its market cap below $2.6 trillion while Microsoft's stands at $2.65 trillion.

This change comes in the wake of heightened trade tensions between the United States and China. In a recent escalation, President Trump announced a 34% tariff increase on Chinese goods, effective April 9. In a tit-for-tat move, China imposed a similar 34% tariff on U.S. goods, prompting further potential tariff hikes. Apple's reliance on China for assembling about 90% of its products has left it vulnerable; the tech giant hasn't been able to secure any exemptions this time around, unlike during previous disputes.

As a result of these geopolitical pressures, Apple's stock has been the worst performer among the ""Magnificent Seven"" tech companies over the past week. Tesla Inc. has also experienced a significant drop of around 21.5% since the tariff announcements. Other major tech players such as Amazon, Nvidia, and Meta Platforms have faced declines ranging from 12% to 13%. Alphabet and Microsoft have also seen their stocks fall, but to a lesser extent, losing 7.7% and 7.2%, respectively.

Overall, Apple's market value has contracted by nearly $775 billion—an amount larger than Tesla's entire market cap and greater than the market valuations of all but seven other U.S. companies. As these developments unfold, it remains to be seen how Apple and other tech giants will navigate this turbulent economic landscape.",0.07773809523809525,positive,linkedin,2025-04-09
Apple stock,"Apple stocks on free fall.. Next iPhone might be above $3,000",0.13333333333333333,positive,linkedin,2025-04-09
Apple stock,"🚨 BREAKING: Apple Hit by 104% China Tariff

Shares of $AAPL plunged 3% after the White House dropped a tariff bomb—104% on China imports. With iPhones mostly made in China, analysts warn the move could add $350 to retail prices. Apple stock is now down 30% YTD. Can it bounce back?",0.08611111111111111,positive,linkedin,2025-04-09
Apple stock,"As someone who once owned 
hashtag
#apple at 10/share, I believed in them when it wasn't popular. In 2025, I see a sub-Trillion dollar company. Vapid leadership, addictive products and entering a 
hashtag
#tariff storm in a row boat.",0.09999999999999999,positive,linkedin,2025-04-09
Apple stock,"📈 Tracking the Trend and Growth of Apple Stock!

From innovation to valuation, Apple continues to dominate the charts. Are you aligned with AAPL’s momentum?

🔗 Trade now:",0.0,neutral,linkedin,2025-04-09
AAPL,Home,0.0,neutral,linkedin,2025-04-09
AAPL,My Network,0.0,neutral,linkedin,2025-04-09
AAPL,Jobs,0.0,neutral,linkedin,2025-04-09
AAPL,Messaging,0.0,neutral,linkedin,2025-04-09
AAPL,Notifications,0.0,neutral,linkedin,2025-04-09
AAPL,"One of the most famous stock market success stories is that of Apple Inc. (AAPL). If you had invested just $1,000 in Apple stock during its IPO in 1980, your investment would be worth over $500,000 today, thanks to continuous innovation and product success. Apple’s strategy of creating a loyal customer base and constantly upgrading technology made it one of the most valuable companies in the world.

Strategy Insight: Investing early in innovative companies with strong growth potential can yield massive returns over the long term. Look for businesses that focus on technological advancements and brand loyalty.

Citation: Apple Investor Relations",0.1947916666666667,positive,linkedin,2025-04-09
AAPL,"Apple ($AAPL) is spending $1B on Nvidia ($NVDA) GB300 NVL72 AI servers—about 250 units at ~$4M each, per Loop Capital. Partnering with Dell ($DELL) & Super Micro ($SMCI), $AAPL is officially diving into Gen AI with a massive LLM cluster.",0.16666666666666666,positive,linkedin,2025-04-09
AAPL,"Load-Up on Apple Stock During Market Correction, Says Five-Star Analyst

At least one Wall Street analyst is pounding the table on Apple (AAPL). stock.

Amit Daryanani, a top five-star rated analyst at investment bank Evercore ISI (EVR), is encouraging investors to buy shares of the consumer electronics giant during the current market downturn, saying that Apple remains a “tech staple” and well-positioned to reap the benefits of the artificial intelligence (AI) boom in coming years.

Daryanani boosted his price target on AAPL stock to $275 from $260, and reiterated a Buy-equivalent outperform rating on the shares.

Evercore’s new price target is 30% higher than where Apple’s shares currently trade and one of the highest forecasts on Wall Street.

AAPL stock has taken a hit recently as the U.S. market has slumped.

Investors and analysts are also concerned about the company’s AI strategy and the slow deployment of new AI technologies.

However, Evercore is brushing aside those worries, saying that Apple is poised for continued growth.

Read more on @TipRanks:",0.02689393939393939,positive,linkedin,2025-04-09
