ticker,title,description,url,publishedAt,sentiment_score,sentiment
AAPL,Compass Capital Corp MA ADV Acquires New Holdings in Apple Inc. (NASDAQ:AAPL),"Compass Capital Corp MA ADV purchased a new position in Apple Inc. (NASDAQ:AAPL – Free Report) during the 4th quarter, Holdings Channel reports. The institutional investor purchased 39,648 shares of the iPhone maker’s stock, valued at approximately $9,334,000…",https://www.etfdailynews.com/2025/04/29/compass-capital-corp-ma-adv-acquires-new-holdings-in-apple-inc-nasdaqaapl/,2025-04-29T07:02:49Z,0.06818181818181818,neutral
AAPL,Apple Inc. (NASDAQ:AAPL) Shares Sold by Tandem Investment Advisors Inc.,"Tandem Investment Advisors Inc. lowered its stake in Apple Inc. (NASDAQ:AAPL – Free Report) by 3.6% during the fourth quarter, according to its most recent 13F filing with the SEC. The firm owned 7,252 shares of the iPhone maker’s stock after selling 270 shar…",https://www.etfdailynews.com/2025/04/29/apple-inc-nasdaqaapl-shares-sold-by-tandem-investment-advisors-inc/,2025-04-29T07:02:49Z,0.10000000000000002,positive
AAPL,Apple Inc. (NASDAQ:AAPL) Shares Sold by WP Advisors LLC,"WP Advisors LLC lowered its stake in Apple Inc. (NASDAQ:AAPL – Free Report) by 3.1% in the 4th quarter, HoldingsChannel.com reports. The firm owned 172,195 shares of the iPhone maker’s stock after selling 5,599 shares during the quarter. Apple comprises about…",https://www.etfdailynews.com/2025/04/29/apple-inc-nasdaqaapl-shares-sold-by-wp-advisors-llc/,2025-04-29T07:02:49Z,0.1,neutral
AAPL,Promising Retail Stocks To Add to Your Watchlist – April 27th,"Tesla, Apple, and Microsoft are the three Retail stocks to watch today, according to MarketBeat’s stock screener tool. Error: Response status code does not indicate success: 429 (Too Many Requests). These companies had the highest dollar trading volume of any…",https://www.etfdailynews.com/2025/04/29/promising-retail-stocks-to-add-to-your-watchlist-april-27th/,2025-04-29T06:36:45Z,0.3333333333333333,positive
AAPL,Apple (AAPL) Expected to Announce Quarterly Earnings on Thursday,"Apple (NASDAQ:AAPL – Get Free Report) is expected to be issuing its Q2 2025 quarterly earnings data after the market closes on Thursday, May 1st. Analysts expect the company to announce earnings of $1.61 per share and revenue of $94.04 billion for the quarter…",https://www.etfdailynews.com/2025/04/29/apple-aapl-expected-to-announce-quarterly-earnings-on-thursday/,2025-04-29T06:28:49Z,0.06666666666666668,neutral
AAPL,Apple (NASDAQ:AAPL) Stock Price Down 0.2% Following Insider Selling,"Apple Inc. (NASDAQ:AAPL – Get Free Report) was down 0.2% during trading on Monday following insider selling activity. The company traded as low as $208.73 and last traded at $208.89. Approximately 11,001,366 shares traded hands during trading, a decline of 81…",https://www.etfdailynews.com/2025/04/29/apple-nasdaqaapl-stock-price-down-0-2-following-insider-selling/,2025-04-29T05:43:05Z,-0.038888888888888896,neutral
AAPL,Direxion Daily AAPL Bull 2X Shares (NASDAQ:AAPU) Short Interest Update,"Direxion Daily AAPL Bull 2X Shares (NASDAQ:AAPU – Get Free Report) was the target of a large increase in short interest during the month of April. As of April 15th, there was short interest totalling 506,900 shares, an increase of 98.3% from the March 31st to…",https://www.etfdailynews.com/2025/04/29/direxion-daily-aapl-bull-2x-shares-nasdaqaapu-short-interest-update/,2025-04-29T05:22:49Z,0.08775510204081634,neutral
AAPL,"Stock market today: Dow, S&P 500, Nasdaq futures drift higher as investor weigh promised auto tariff relief",The White House plans to soften some auto tariff as Wall Street gears up for a wave of earnings reports and economic data.,https://finance.yahoo.com/news/live/stock-market-today-dow-sp-500-nasdaq-futures-drift-higher-as-investor-weigh-promised-auto-tariff-relief-232314991.html,2025-04-28T23:23:14Z,0.15,positive
AAPL,Is Apple Inc. (AAPL) the Best Stock to Buy According to Billionaire Warren Buffett?,,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_93b5a294-b212-4d65-aac3-814bb6d852f9,2025-04-28T22:20:14Z,1.0,positive
AAPL,"Consumers get ahead of tariffs, Morgan Stanley hikes AAPL price target to $235",Morgan Stanley hiked its Apple stock price target to $235 because instability created by the Trump administration's tariffs may be a boon to Apple's bottom line — at least in the short term.iPhone 16 Pro Max could have seen a sale bump in early 2025Even after…,https://appleinsider.com/articles/25/04/28/consumers-get-ahead-of-tariffs-morgan-stanley-hikes-aapl-price-target-to-235,2025-04-28T20:47:49Z,-0.06666666666666667,neutral
AAPL,Morgan Stanley raises Apple target to $235,"On April 28, 2025, Morgan Stanley raised its price target for Apple to $235 from $220, maintaining an Overweight rating, signaling strong…
The post Morgan Stanley raises Apple target to $235 appeared first on MacDailyNews.",https://macdailynews.com/2025/04/28/morgan-stanley-raises-apple-target-to-235/,2025-04-28T20:15:47Z,0.25,positive
AAPL,Stock Market Today: Dow Jones Up As Indexes Seek More Gains; Biotech Soars On Key Approval (Live Coverage),"The Dow Jones Industrial Average rose Monday as indexes sought to add to last week's powerful gains. Dow components on the Magnificent Seven — Apple (AAPL), Amazon.com (AMZN) and Microsoft (MSFT) — were mixed as earnings loom. Meanwhile, Boeing (BA) benefited…",https://biztoc.com/x/5e8de8c18275547d,2025-04-28T15:24:27Z,0.2651515151515152,positive
AAPL,The Dow jumps 300 points as tariff chaos brews with Big Tech earnings up next,"U.S. stocks rose Monday as investors geared up for a busy day of earnings across sectors, from pizza to semiconductors and sanitation.",https://finance.yahoo.com/news/tariff-chaos-brews-big-tech-122126671.html,2025-04-28T13:47:44Z,0.175,positive
AAPL,Analyst Says It’s Going to Be a ‘Rough’ Year for Apple (AAPL) Amid Tariff Impact,"We recently published a list of 10 Stocks Analysts are Talking About Amid Trump’s Tariff War. In this article, we are going to take a look at where Apple Inc...",https://finance.yahoo.com/news/analyst-says-going-rough-apple-134451682.html,2025-04-28T13:44:51Z,-0.05,neutral
AAPL,Stocks have had a good bounce. But here’s why this investment manager thinks lows will be retested.,Dan Niles worries that we’ve just seen a bear market rally and valuations are still too high,https://www.marketwatch.com/story/stocks-have-had-a-good-bounce-but-heres-why-this-investment-manager-thinks-lows-will-be-retested-cac54561,2025-04-28T13:30:00Z,0.43,positive
AAPL,"Nvidia, NXP, Domino's, Visa: Stocks to watch today","U.S. stocks were on track for a flat to slightly lower open Monday as investors geared up for a jam-packed week of earnings spanning pizza chains, semiconductor makers, and sanitation giants.Read more...",https://qz.com/nvda-nxp-dpz-v-dow-nasdaq-stocks-to-watch-april-28-1851778061,2025-04-28T12:47:00Z,0.07708333333333334,neutral
AAPL,Tariff chaos brews as Big Tech earnings loom,"U.S. stocks were on track for a flat to slightly lower open Monday as investors geared up for a busy day of earnings across sectors, from pizza to semiconductors and sanitation.Read more...",https://qz.com/stocks-djia-sp500-nasdaq-apple-amazon-meta-nvidia-1851778060,2025-04-28T12:21:26Z,0.06805555555555555,neutral
AAPL,5 Things to Know Before the Stock Market Opens,"News of the day for April 28, 2025",https://www.investopedia.com/5-things-to-know-before-the-stock-market-opens-april-28-2025-11723054,2025-04-28T11:52:28Z,0.0,neutral
AAPL,Apple Stock Earnings Preview: Things To Consider Before The Next Report,Examine the key factors to watch before the next Apple earnings report to help you make informed decisions on AAPL.,https://www.forbes.com/sites/investor-hub/article/apple-aapl-stock-earnings-things-to-consider/,2025-04-28T11:00:00Z,0.0,neutral
AAPL,Market Volatility Is About To Make An Explosive Return,"Analyst’s Disclosure: I/we have a beneficial long position in the shares of MSFT,AMZN,AAPL either through stock ownership, options, or other derivatives. I wrote this article myself, and it expresses my own opinions. I am not receiving compensation for it (ot…",https://biztoc.com/x/3533ca4cf89fb32b,2025-04-28T07:38:13Z,0.14166666666666666,positive
AAPL,Apple Inc. (NASDAQ:AAPL) Stake Lowered by Mattern Capital Management LLC,"Mattern Capital Management LLC lessened its holdings in shares of Apple Inc. (NASDAQ:AAPL – Free Report) by 3.6% during the 4th quarter, according to its most recent 13F filing with the SEC. The institutional investor owned 82,438 shares of the iPhone maker’s…",https://www.etfdailynews.com/2025/04/28/apple-inc-nasdaqaapl-stake-lowered-by-mattern-capital-management-llc/,2025-04-28T07:08:51Z,0.2,positive
AAPL,WealthBridge Capital Management LLC Cuts Stock Position in Apple Inc. (NASDAQ:AAPL),"WealthBridge Capital Management LLC reduced its position in Apple Inc. (NASDAQ:AAPL – Free Report) by 0.8% during the fourth quarter, according to the company in its most recent 13F filing with the Securities & Exchange Commission. The institutional investor …",https://www.etfdailynews.com/2025/04/28/wealthbridge-capital-management-llc-cuts-stock-position-in-apple-inc-nasdaqaapl/,2025-04-28T07:08:51Z,0.225,positive
AAPL,Citizens National Bank Trust Department Sells 91 Shares of Apple Inc. (NASDAQ:AAPL),"Citizens National Bank Trust Department lowered its holdings in Apple Inc. (NASDAQ:AAPL – Free Report) by 0.1% during the fourth quarter, according to the company in its most recent filing with the SEC. The fund owned 123,342 shares of the iPhone maker’s stoc…",https://www.etfdailynews.com/2025/04/28/citizens-national-bank-trust-department-sells-91-shares-of-apple-inc-nasdaqaapl/,2025-04-28T07:08:50Z,0.16,positive
AAPL,Apple Inc. (NASDAQ:AAPL) Shares Sold by ING Groep NV,"ING Groep NV lowered its holdings in shares of Apple Inc. (NASDAQ:AAPL – Free Report) by 40.4% during the fourth quarter, according to the company in its most recent Form 13F filing with the Securities and Exchange Commission (SEC). The firm owned 3,649,947 s…",https://www.etfdailynews.com/2025/04/28/apple-inc-nasdaqaapl-shares-sold-by-ing-groep-nv/,2025-04-28T07:08:50Z,0.10000000000000002,positive
AAPL,First National Bank & Trust Co. of Newtown Decreases Holdings in Apple Inc. (NASDAQ:AAPL),"First National Bank & Trust Co. of Newtown cut its position in Apple Inc. (NASDAQ:AAPL – Free Report) by 5.6% in the fourth quarter, HoldingsChannel.com reports. The firm owned 142,097 shares of the iPhone maker’s stock after selling 8,408 shares during the q…",https://www.etfdailynews.com/2025/04/28/first-national-bank-trust-co-of-newtown-decreases-holdings-in-apple-inc-nasdaqaapl/,2025-04-28T07:08:50Z,0.13999999999999999,positive
AAPL,Aspen Investment Management Inc Has $4.27 Million Stake in Apple Inc. (NASDAQ:AAPL),"Aspen Investment Management Inc lowered its holdings in shares of Apple Inc. (NASDAQ:AAPL – Free Report) by 1.1% in the 4th quarter, according to its most recent Form 13F filing with the Securities & Exchange Commission. The fund owned 17,043 shares of the iP…",https://www.etfdailynews.com/2025/04/28/aspen-investment-management-inc-has-4-27-million-stake-in-apple-inc-nasdaqaapl/,2025-04-28T07:08:50Z,0.3,positive
AAPL,Apple Inc. (NASDAQ:AAPL) Position Lifted by Wealth Alliance,"Wealth Alliance increased its position in Apple Inc. (NASDAQ:AAPL – Free Report) by 0.5% in the 4th quarter, according to its most recent 13F filing with the Securities and Exchange Commission. The institutional investor owned 361,913 shares of the iPhone mak…",https://www.etfdailynews.com/2025/04/28/apple-inc-nasdaqaapl-position-lifted-by-wealth-alliance/,2025-04-28T07:08:49Z,0.3,positive
AAPL,Apple Inc. (NASDAQ:AAPL) Holdings Trimmed by Laurel Wealth Planning LLC,"Laurel Wealth Planning LLC decreased its stake in Apple Inc. (NASDAQ:AAPL – Free Report) by 6.3% in the fourth quarter, HoldingsChannel reports. The firm owned 2,513 shares of the iPhone maker’s stock after selling 168 shares during the period. Laurel Wealth …",https://www.etfdailynews.com/2025/04/28/apple-inc-nasdaqaapl-holdings-trimmed-by-laurel-wealth-planning-llc/,2025-04-28T07:08:49Z,-0.05,neutral
AAPL,Meitav Investment House Ltd. Reduces Stock Position in Apple Inc. (NASDAQ:AAPL),"Meitav Investment House Ltd. reduced its position in Apple Inc. (NASDAQ:AAPL – Free Report) by 28.4% in the fourth quarter, Holdings Channel.com reports. The fund owned 181,414 shares of the iPhone maker’s stock after selling 72,058 shares during the quarter.…",https://www.etfdailynews.com/2025/04/28/meitav-investment-house-ltd-reduces-stock-position-in-apple-inc-nasdaqaapl/,2025-04-28T07:08:48Z,0.2,positive
AAPL,"Boston Financial Mangement LLC Buys 3,248 Shares of Apple Inc. (NASDAQ:AAPL)","Boston Financial Mangement LLC boosted its position in Apple Inc. (NASDAQ:AAPL – Free Report) by 0.5% during the fourth quarter, HoldingsChannel.com reports. The institutional investor owned 716,496 shares of the iPhone maker’s stock after acquiring an additi…",https://www.etfdailynews.com/2025/04/28/boston-financial-mangement-llc-buys-3248-shares-of-apple-inc-nasdaqaapl/,2025-04-28T07:08:48Z,0.1,neutral
AAPL,Promising Technology Stocks To Research – April 26th,"NVIDIA, Meta Platforms, Alphabet, Apple, and Microsoft are the five Technology stocks to watch today, according to MarketBeat’s stock screener tool. Error: Response status code does not indicate success: 429 (Too Many Requests). These companies had the highes…",https://www.etfdailynews.com/2025/04/28/promising-technology-stocks-to-research-april-26th/,2025-04-28T06:04:43Z,0.3333333333333333,positive
AAPL,"Prediction: This Stock Will Be Worth More Than Nvidia, Microsoft, and Apple 5 Years From Now",Two companies have sat at or near the top of the list of the world's most valuable companies for the better part of a decade: Apple (AAPL 0.41%) and Microsoft (MSFT 1.21%). The longtime tech giants were recently joined at the top of the list by Nvidia (NVDA 4…,https://biztoc.com/x/972bbac035b13e44,2025-04-28T02:06:01Z,0.3625,positive
AAPL,"Stock market today: S&P 500, Dow, Nasdaq futures slip ahead of huge week of Big Tech earnings, economic data",US futures slip slightly with investors focused on Big Tech earnings for the week ahead.,https://finance.yahoo.com/news/live/stock-market-today-sp-500-dow-nasdaq-futures-slip-ahead-of-huge-week-of-big-tech-earnings-economic-data-234959158.html,2025-04-27T23:49:59Z,0.0866666666666667,neutral
AAPL,"Stock market today: S&P 500, Dow, Nasdaq futures flat ahead of huge week of Big Tech earnings, economic data",US futures were flat on Monday with investors focused on Big Tech earnings for the week ahead.,https://finance.yahoo.com/news/live/stock-market-today-sp-500-dow-nasdaq-futures-flat-ahead-of-huge-week-of-big-tech-earnings-economic-data-234959646.html,2025-04-27T23:49:59Z,0.09166666666666667,neutral
AAPL,the Most Profitable Blue Chip Stock to Buy Now?,"In This Article:
We recently published a list of 10 Most Profitable Blue Chip Stocks to Buy Now. In this article, we are going to take a look at where Apple Inc. (AAPL) stands against other most profitable blue chip stocks to buy now.
Blue chip stocks are lar…",https://biztoc.com/x/11f449ab20e8343d,2025-04-27T20:22:02Z,0.1527777777777778,positive
AAPL,Is Apple Inc. (AAPL) the Most Profitable Blue Chip Stock to Buy Now?,"We recently published a list of 10 Most Profitable Blue Chip Stocks to Buy Now. In this article, we are going to take a look at where Apple Inc. (AAPL...",https://finance.yahoo.com/news/apple-inc-aapl-most-profitable-200756562.html,2025-04-27T20:07:56Z,0.2,positive
AAPL,Apple's goal this week: Prove it still has its mojo,"Admittedly, to say Apple has something to prove in this week's earnings report smacks of arrogance. 
But there you have it. Apple (AAPL) , which sports the richest market capitalization of any stock in the world, has seen its stock struggle this year. 
 D…",https://biztoc.com/x/c7bf2426cc24196b,2025-04-27T17:02:23Z,0.0,neutral
AAPL,Apple's goal this week: Prove it still has its mojo,"The tech giant's earnings report is one of hundreds due this week, the busiest week in an earnings season driven by volatility.",https://www.thestreet.com/investing/stocks/apples-goal-this-week-prove-it-still-has-its-mojo,2025-04-27T16:48:15Z,-0.0625,neutral
AAPL,"April jobs report, Big Tech earnings in focus amid stock market recovery: What to know this week","With the stock market in all-out rally mode for the first time since President Trump's tariff announcements, key updates on the health of the US economy and ...",https://finance.yahoo.com/news/april-jobs-report-big-tech-earnings-in-focus-amid-stock-market-recovery-what-to-know-this-week-113503429.html,2025-04-27T11:35:03Z,0.08333333333333333,neutral
AAPL,A Possible Recession Clue And Earnings Bonanza Upcoming,"Removing the tariff noise from economic and earnings releases will take effort. While a recession signal is unlikely, there should be signs of further economic softening.",https://www.forbes.com/sites/bill_stone/2025/04/27/a-possible-recession-clue-and-earnings-bonanza-upcoming/,2025-04-27T11:00:00Z,-0.019999999999999997,neutral
MSFT,Microsoft and Amazon Capex in Focus Amid Potential AI Pullback,"When the two biggest players in cloud computing report earnings this week, the amount the companies are spending will be just as interesting to investors as how much they are making.",https://www.livemint.com/companies/news/microsoft-and-amazon-capex-in-focus-amid-potential-ai-pullback-11745921688227.html,2025-04-29T10:14:47Z,0.2333333333333333,positive
MSFT,"Microsoft Q3 preview: Wall Street, amid tariff fears, is looking for proof AI is paying off",Microsoft will report its third quarter earnings on Thursday.,https://finance.yahoo.com/news/microsoft-q3-preview-wall-street-amid-tariff-fears-is-looking-for-proof-ai-is-paying-off-100012554.html,2025-04-29T10:00:12Z,0.0,neutral
MSFT,"If the U.S. Avoids a Recession, the Mag 7 Will Win Big—and How to Trade While Waiting for Confirmati (Serhii Bondarenko)","Wall Street analysts expect the “Magnificent Seven” tech giants—Apple, Microsoft, Alphabet, Amazon, ...",https://www.finextra.com/blogposting/28366/if-the-us-avoids-a-recession-the-mag-7-will-win-bigand-how-to-trade-while-waiting-for-confirmati,2025-04-29T09:46:08Z,0.9,positive
MSFT,Microsoft Co. (NASDAQ:MSFT) is Gryphon Financial Partners LLC’s 6th Largest Position,"Gryphon Financial Partners LLC lessened its holdings in Microsoft Co. (NASDAQ:MSFT – Free Report) by 6.3% during the 4th quarter, according to its most recent disclosure with the Securities and Exchange Commission (SEC). The fund owned 43,702 shares of the so…",https://www.etfdailynews.com/2025/04/29/microsoft-co-nasdaqmsft-is-gryphon-financial-partners-llcs-6th-largest-position/,2025-04-29T07:38:59Z,0.13333333333333333,positive
MSFT,Microsoft Co. (NASDAQ:MSFT) Shares Purchased by Ascent Wealth Partners LLC,"Ascent Wealth Partners LLC grew its position in shares of Microsoft Co. (NASDAQ:MSFT – Free Report) by 6.2% during the fourth quarter, according to its most recent Form 13F filing with the Securities & Exchange Commission. The institutional investor owned 47,…",https://www.etfdailynews.com/2025/04/29/microsoft-co-nasdaqmsft-shares-purchased-by-ascent-wealth-partners-llc/,2025-04-29T07:38:59Z,0.225,positive
MSFT,Cherry Tree Wealth Management LLC Reduces Stock Holdings in Microsoft Co. (NASDAQ:MSFT),"Cherry Tree Wealth Management LLC lowered its holdings in shares of Microsoft Co. (NASDAQ:MSFT – Free Report) by 0.7% in the 4th quarter, according to its most recent 13F filing with the Securities & Exchange Commission. The fund owned 7,850 shares of the sof…",https://www.etfdailynews.com/2025/04/29/cherry-tree-wealth-management-llc-reduces-stock-holdings-in-microsoft-co-nasdaqmsft/,2025-04-29T07:38:56Z,0.3,positive
MSFT,Partners Wealth Management LLC Takes $2.35 Million Position in Microsoft Co. (NASDAQ:MSFT),"Partners Wealth Management LLC bought a new position in shares of Microsoft Co. (NASDAQ:MSFT – Free Report) in the fourth quarter, according to the company in its most recent Form 13F filing with the Securities and Exchange Commission. The institutional inves…",https://www.etfdailynews.com/2025/04/29/partners-wealth-management-llc-takes-2-35-million-position-in-microsoft-co-nasdaqmsft/,2025-04-29T07:38:52Z,0.20727272727272728,positive
MSFT,World Equity Group Inc. Increases Stock Position in Microsoft Co. (NASDAQ:MSFT),"World Equity Group Inc. increased its position in shares of Microsoft Co. (NASDAQ:MSFT – Free Report) by 96.5% during the 4th quarter, according to its most recent 13F filing with the Securities and Exchange Commission (SEC). The firm owned 61,594 shares of t…",https://www.etfdailynews.com/2025/04/29/world-equity-group-inc-increases-stock-position-in-microsoft-co-nasdaqmsft/,2025-04-29T07:38:52Z,0.12000000000000002,positive
MSFT,Capital Advisors Ltd. LLC Increases Position in Microsoft Co. (NASDAQ:MSFT),"Capital Advisors Ltd. LLC raised its stake in Microsoft Co. (NASDAQ:MSFT – Free Report) by 0.9% in the fourth quarter, HoldingsChannel reports. The institutional investor owned 17,681 shares of the software giant’s stock after buying an additional 157 shares …",https://www.etfdailynews.com/2025/04/29/capital-advisors-ltd-llc-increases-position-in-microsoft-co-nasdaqmsft/,2025-04-29T07:38:49Z,0.13333333333333333,positive
MSFT,Microsoft Co. (NASDAQ:MSFT) Holdings Cut by Investmentaktiengesellschaft Fuer Langfristige Investoren TGV,"Investmentaktiengesellschaft Fuer Langfristige Investoren TGV trimmed its holdings in shares of Microsoft Co. (NASDAQ:MSFT – Free Report) by 12.1% during the 4th quarter, according to the company in its most recent Form 13F filing with the Securities & Exchan…",https://www.etfdailynews.com/2025/04/29/microsoft-co-nasdaqmsft-holdings-cut-by-investmentaktiengesellschaft-fuer-langfristige-investoren-tgv/,2025-04-29T07:38:49Z,0.3,positive
MSFT,Lansing Street Advisors Raises Position in Microsoft Co. (NASDAQ:MSFT),"Lansing Street Advisors grew its position in Microsoft Co. (NASDAQ:MSFT – Free Report) by 6.8% in the 4th quarter, according to its most recent disclosure with the SEC. The fund owned 7,236 shares of the software giant’s stock after buying an additional 460 s…",https://www.etfdailynews.com/2025/04/29/lansing-street-advisors-raises-position-in-microsoft-co-nasdaqmsft/,2025-04-29T07:02:53Z,0.16,positive
MSFT,Pekin Hardy Strauss Inc. Lowers Stock Holdings in Microsoft Co. (NASDAQ:MSFT),"Pekin Hardy Strauss Inc. reduced its position in Microsoft Co. (NASDAQ:MSFT – Free Report) by 1.0% during the fourth quarter, HoldingsChannel reports. The fund owned 23,128 shares of the software giant’s stock after selling 227 shares during the quarter. Micr…",https://www.etfdailynews.com/2025/04/29/pekin-hardy-strauss-inc-lowers-stock-holdings-in-microsoft-co-nasdaqmsft/,2025-04-29T07:02:51Z,0.13333333333333333,positive
MSFT,Sigma Investment Counselors Inc. Has $22.03 Million Position in Microsoft Co. (NASDAQ:MSFT),"Sigma Investment Counselors Inc. lowered its position in Microsoft Co. (NASDAQ:MSFT – Free Report) by 0.6% in the 4th quarter, according to its most recent disclosure with the Securities and Exchange Commission (SEC). The firm owned 52,268 shares of the softw…",https://www.etfdailynews.com/2025/04/29/sigma-investment-counselors-inc-has-22-03-million-position-in-microsoft-co-nasdaqmsft/,2025-04-29T07:02:51Z,0.12000000000000002,positive
MSFT,Promising Retail Stocks To Add to Your Watchlist – April 27th,"Tesla, Apple, and Microsoft are the three Retail stocks to watch today, according to MarketBeat’s stock screener tool. Error: Response status code does not indicate success: 429 (Too Many Requests). These companies had the highest dollar trading volume of any…",https://www.etfdailynews.com/2025/04/29/promising-retail-stocks-to-add-to-your-watchlist-april-27th/,2025-04-29T06:36:45Z,0.3333333333333333,positive
MSFT,"Stock market today: Dow, S&P 500, Nasdaq futures drift higher as investor weigh promised auto tariff relief",The White House plans to soften some auto tariff as Wall Street gears up for a wave of earnings reports and economic data.,https://finance.yahoo.com/news/live/stock-market-today-dow-sp-500-nasdaq-futures-drift-higher-as-investor-weigh-promised-auto-tariff-relief-232314991.html,2025-04-28T23:23:14Z,0.15,positive
MSFT,Jim Cramer Says Microsoft (MSFT) Stock Has Been ‘Abysmal’,,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_632d9775-009b-4fd2-bd66-c2890921c2fb,2025-04-28T20:37:47Z,0.0,neutral
MSFT,Microsoft faces a high bar as Big Tech enters a make-or-break week,"Microsoft (MSFT) reports its fiscal third-quarter results after the bell Wednesday, April 30, kicking off one of the most closely watched and consequential weeks for Big Tech this year. Read more...",https://qz.com/msft-nasdaq-earnings-preview-week-of-april-28-1851778129,2025-04-28T16:27:11Z,0.23200000000000004,positive
